title,abstract,keywords,discipline,gold_keywords,id,text
融合摄像机位姿信息的模板匹配跟踪算法,"针对图像制导目标跟踪系统在跟踪过程中,由于图像旋转、成像视角和目标尺度的变化带来的跟踪漂移问题,提出一种利用摄像机的位姿信息的匹配模板校正和更新方法.根据摄像机与目标的相对位姿信息,建立目标透视成像模型以及不同摄像机位姿情况下的模板校正方程；将校正方程分解为实时图像旋转和模板仿射变换两部分减小模板变换的误差；通过设计与相关系数和距离信息相关的模板更新策略达到适应跟踪系统逐渐接近目标过程中目标的变化.采用基于视景仿真软件Vega Prime产生的模拟飞行视频对算法进行了验证.实验表明所提算法能够适应图像制导跟踪系统在跟踪过程中目标尺度、成像视角以及图像旋转的变化,减小跟踪漂移.",图像制导_位姿信息_模板匹配_模板更新_跟踪漂移,计算机科学与技术,图像制导_位姿信息_模板匹配_模板更新_跟踪漂移,4745,"融合摄像机位姿信息的模板匹配跟踪算法 针对图像制导目标跟踪系统在跟踪过程中,由于图像旋转、成像视角和目标尺度的变化带来的跟踪漂移问题,提出一种利用摄像机的位姿信息的匹配模板校正和更新方法.根据摄像机与目标的相对位姿信息,建立目标透视成像模型以及不同摄像机位姿情况下的模板校正方程；将校正方程分解为实时图像旋转和模板仿射变换两部分减小模板变换的误差；通过设计与相关系数和距离信息相关的模板更新策略达到适应跟踪系统逐渐接近目标过程中目标的变化.采用基于视景仿真软件Vega Prime产生的模拟飞行视频对算法进行了验证.实验表明所提算法能够适应图像制导跟踪系统在跟踪过程中目标尺度、成像视角以及图像旋转的变化,减小跟踪漂移."
一种面向聚类的对数螺线数据扰动方法,"面向挖掘应用的隐私保护数据发布要求对数据集进行隐藏的同时维持数据的挖掘可用性,数据扰动是解决该问题的有效方法.现有的面向聚类的数据扰动方法难以兼顾原始数据个体隐私和维持数据聚类可用性,对此提出了一种基于对数螺线的隐私保护数据干扰方法.通过构建面向聚类的隐私保护数据扰动模型,利用对数螺线对原始数据进行扰动隐藏,维持原始数据的k邻域关系稳定,实现数据集聚类可用性的有效维护；进一步提出多重对数螺线扰动的策略,提高隐私保护强度.理论分析和实验结果表明:文中方法能够有效地避免数据隐私泄露,同时维持数据的聚类可用性.",隐私保护_数据挖掘_聚类分析_对数螺线_数据干扰,计算机科学与技术,隐私保护_数据挖掘_聚类分析_对数螺线_数据干扰,576,"一种面向聚类的对数螺线数据扰动方法 面向挖掘应用的隐私保护数据发布要求对数据集进行隐藏的同时维持数据的挖掘可用性,数据扰动是解决该问题的有效方法.现有的面向聚类的数据扰动方法难以兼顾原始数据个体隐私和维持数据聚类可用性,对此提出了一种基于对数螺线的隐私保护数据干扰方法.通过构建面向聚类的隐私保护数据扰动模型,利用对数螺线对原始数据进行扰动隐藏,维持原始数据的k邻域关系稳定,实现数据集聚类可用性的有效维护；进一步提出多重对数螺线扰动的策略,提高隐私保护强度.理论分析和实验结果表明:文中方法能够有效地避免数据隐私泄露,同时维持数据的聚类可用性."
基于可信计算平台的体系结构研究与应用,"介绍了可信计算平制,以及目前可信计算平台的研究进展情况,分析了基于可信计算平台技术的应用前景和存在的问题,并对未来的趋势进行了展望.基于863项目""可信计算系统平台""的安全芯片研制成功,展现了可信计算的良好应用前景.",可信计算平台_身份认证_可信平台模块,计算机科学与技术,可信计算平台_身份认证_可信平台模块,2864,"基于可信计算平台的体系结构研究与应用 介绍了可信计算平制,以及目前可信计算平台的研究进展情况,分析了基于可信计算平台技术的应用前景和存在的问题,并对未来的趋势进行了展望.基于863项目""可信计算系统平台""的安全芯片研制成功,展现了可信计算的良好应用前景."
LinkNet:一种用于大规模P2P系统查找的新方法,"提出了一种新的可扩展分布式数据结构LinkNet来支持大规模P2P系统中的数据查找.在LinkNet中,所有的元素存储在一个有序的双向链表中,该链表中的每个结点都可以存储多个元素.LinkNet使用虚拟链接来减少存储开销和加速查找过程.在一个包含N个结点M个元素的网络中,LinkNet占用的存储空间期望值为O(M),并且当M足够大时,查找操作期望只需要传递O(logN)条消息.",P2P系统_文件共享_分布式数据结构_资源发现,计算机科学与技术,P2P系统_文件共享_分布式数据结构_资源发现,6856,"LinkNet:一种用于大规模P2P系统查找的新方法 提出了一种新的可扩展分布式数据结构LinkNet来支持大规模P2P系统中的数据查找.在LinkNet中,所有的元素存储在一个有序的双向链表中,该链表中的每个结点都可以存储多个元素.LinkNet使用虚拟链接来减少存储开销和加速查找过程.在一个包含N个结点M个元素的网络中,LinkNet占用的存储空间期望值为O(M),并且当M足够大时,查找操作期望只需要传递O(logN)条消息."
模糊有穷自动机与单体二阶Lukasiewicz逻辑,"该文引入了单体二阶Lukasiewicz逻辑,进而给出了模糊有穷自动机识别语言的逻辑描述,证明了多值逻辑意义下的Bachi与Elgot基本定理.通过引入星一自由模糊语言与非周期模糊语言,刻画了可以用一阶Lukasiewicz逻辑定义的模糊语言.",模糊逻辑_有穷自动机_单体二阶Lukasiewicz逻辑_模糊语言_模糊计算,计算机科学与技术,模糊逻辑_有穷自动机_单体二阶Lukasiewicz逻辑_模糊语言_模糊计算,4002,"模糊有穷自动机与单体二阶Lukasiewicz逻辑 该文引入了单体二阶Lukasiewicz逻辑,进而给出了模糊有穷自动机识别语言的逻辑描述,证明了多值逻辑意义下的Bachi与Elgot基本定理.通过引入星一自由模糊语言与非周期模糊语言,刻画了可以用一阶Lukasiewicz逻辑定义的模糊语言."
网络化制造资源垂直搜索引擎的研究与应用,"着重研究了网络化制造资源垂直搜索系统的主题爬虫和中文分词技术.通过在主题爬虫中增加评价网页模块,优先爬行与主题相似度高的网页中的链接,提高了爬虫的工作效率.在对中文分词词典进行分层存储的基础上,通过一种改进的简洁的中文分词词典匹配算法,有效地改善了分词的速度与精度,并缩减了索引库,增强了用户的响应.",网络化制造_制造资源_垂直搜索引擎_页面解析,计算机科学与技术,网络化制造_制造资源_垂直搜索引擎_页面解析,5259,"网络化制造资源垂直搜索引擎的研究与应用 着重研究了网络化制造资源垂直搜索系统的主题爬虫和中文分词技术.通过在主题爬虫中增加评价网页模块,优先爬行与主题相似度高的网页中的链接,提高了爬虫的工作效率.在对中文分词词典进行分层存储的基础上,通过一种改进的简洁的中文分词词典匹配算法,有效地改善了分词的速度与精度,并缩减了索引库,增强了用户的响应."
基于本体的几何学知识获取及知识表示,"文中研究了基于本体的几何学知识获取,并运用此方法获取几何学领域中的类、属性、关系及公理等;同时,研究了基于本体的知识表示,并将几何学知识转化为该领域本体,用RDF/OWL的形式进行描述.在此基础上构建了一个可共享、可重用、可扩展的几何学本体,形成了一套较完整的几何学知识获取和知识表示体系,将其应用于建立几何学知识库,可大大提高知识搜索和知识推理的效率,并为几何学专家系统、几何学信息检索、几何学教育系统、自然语言理解等领域提供智能基础.",几何学_本体_知识获取_知识表示_RDF(S),计算机科学与技术,几何学_本体_知识获取_知识表示_RDF(S),3871,"基于本体的几何学知识获取及知识表示 文中研究了基于本体的几何学知识获取,并运用此方法获取几何学领域中的类、属性、关系及公理等;同时,研究了基于本体的知识表示,并将几何学知识转化为该领域本体,用RDF/OWL的形式进行描述.在此基础上构建了一个可共享、可重用、可扩展的几何学本体,形成了一套较完整的几何学知识获取和知识表示体系,将其应用于建立几何学知识库,可大大提高知识搜索和知识推理的效率,并为几何学专家系统、几何学信息检索、几何学教育系统、自然语言理解等领域提供智能基础."
基于人工免疫的分布式入侵检测模型,"针对现有分布式入侵检测系统交互流量大、单点失效及检测效率偏低的问题,基于人工免疫理论建立了一种新的分布式入侵检测模型,并提出了一种中心检测器配置及使用方法,并将异常检测与误用检测相结合.基于OMNeT++网络仿真平台设计了仿真模型,进行了仿真实验.仿真实验结果表明,改进模型交互流量明显减小,检测效率明显提高并有效解决了单点失效问题.仿真结果证明了改进模型的正确性与有效性.",入侵检测_分布式_人工免疫系统_阴性选择_分布式拒绝服务攻击,计算机科学与技术,入侵检测_分布式_人工免疫系统_阴性选择_分布式拒绝服务攻击,4105,"基于人工免疫的分布式入侵检测模型 针对现有分布式入侵检测系统交互流量大、单点失效及检测效率偏低的问题,基于人工免疫理论建立了一种新的分布式入侵检测模型,并提出了一种中心检测器配置及使用方法,并将异常检测与误用检测相结合.基于OMNeT++网络仿真平台设计了仿真模型,进行了仿真实验.仿真实验结果表明,改进模型交互流量明显减小,检测效率明显提高并有效解决了单点失效问题.仿真结果证明了改进模型的正确性与有效性."
前馈神经网络中隐层神经元数目的一种直接估计方法,"目前还没有一个行之有效的方法直接估计前馈网络隐层神经元的数目.该文首先提出一种利用单调指数直接估算三层前馈网络隐层神经元数目的方法,以保证网络近似逼近任意给定的训练数据.理论分析和计算实验表明,此方法能够在训练之前预先确定最优(最少)或接近最优的隐层神经元数目,使得网络在训练之后不仅可以较好地反映训练数据的变化趋势,而且有较为满意的逼近精度.",单调指数_神经网络_隐层神经元,计算机科学与技术,单调指数_神经网络_隐层神经元,7154,"前馈神经网络中隐层神经元数目的一种直接估计方法 目前还没有一个行之有效的方法直接估计前馈网络隐层神经元的数目.该文首先提出一种利用单调指数直接估算三层前馈网络隐层神经元数目的方法,以保证网络近似逼近任意给定的训练数据.理论分析和计算实验表明,此方法能够在训练之前预先确定最优(最少)或接近最优的隐层神经元数目,使得网络在训练之后不仅可以较好地反映训练数据的变化趋势,而且有较为满意的逼近精度."
基于耳蜗核模型改进双耳时间差的声源定位,"人耳听觉系统在噪声环境中能够准确定位感兴趣的声源,实现其定位的主要因素是双耳时间差,但是在噪声环境下利用双耳时间差方法进行定位的效果比较差.针对这一问题,提出一个基于耳蜗核模型的声源定位系统.利用耳蜗核模型模拟耳蜗核对听觉信息的处理机制,提取听觉神经纤维中对语声刺激同步的信息和发放率信息,从而实现对噪声的抑制,完成噪声环境下的声源定位.该系统在噪声环境下定位的误差为1.297°.实验结果证明改进之后的声源定位系统能在噪声环境下进行声源定位.",双耳时间差_神经发放_锁相_耳蜗核模型_声源定位,计算机科学与技术,双耳时间差_神经发放_锁相_耳蜗核模型_声源定位,7111,"基于耳蜗核模型改进双耳时间差的声源定位 人耳听觉系统在噪声环境中能够准确定位感兴趣的声源,实现其定位的主要因素是双耳时间差,但是在噪声环境下利用双耳时间差方法进行定位的效果比较差.针对这一问题,提出一个基于耳蜗核模型的声源定位系统.利用耳蜗核模型模拟耳蜗核对听觉信息的处理机制,提取听觉神经纤维中对语声刺激同步的信息和发放率信息,从而实现对噪声的抑制,完成噪声环境下的声源定位.该系统在噪声环境下定位的误差为1.297°.实验结果证明改进之后的声源定位系统能在噪声环境下进行声源定位."
傅立叶变换在粘连文字图像切分中的应用,"对于已具有相当识别率的手写体文字识别系统来说切分算法已成为一个关键技术之一,它的正确率对系统性能有着极大影响.该文主要对文字图像的傅立叶变换的性质进行了讨论,提出了消除变换中笔画宽度影响的算法.在此基础上建立了基于傅立叶变换的单/多字图像的判定的基本准则以及基于此准则的粘连文字判别算法.实验表明该算法的粘连文字判断正确率达到96%.为粘连文字的正确切分开辟了新的途径.",模式识别_文字切分_傅立叶变换,计算机科学与技术,模式识别_文字切分_傅立叶变换,487,"傅立叶变换在粘连文字图像切分中的应用 对于已具有相当识别率的手写体文字识别系统来说切分算法已成为一个关键技术之一,它的正确率对系统性能有着极大影响.该文主要对文字图像的傅立叶变换的性质进行了讨论,提出了消除变换中笔画宽度影响的算法.在此基础上建立了基于傅立叶变换的单/多字图像的判定的基本准则以及基于此准则的粘连文字判别算法.实验表明该算法的粘连文字判断正确率达到96%.为粘连文字的正确切分开辟了新的途径."
基于势函数的标签传播社区发现算法,"针对标签传播算法(LPA)存在大量随机性、算法稳定性差的问题,提出了基于数据场势函数的标签传播算法(LPAP).该算法计算所有节点的势值,搜索势值极值点.初始化时仅赋予势值极值点以标签,迭代过程中根据邻接节点中相同标签节点势值之和更新标签,所有节点标签不再改变时迭代结束.实验结果表明:该算法得到的社区划分方式平均是LPA的4.0％,是平衡传播算法(BPA)的12.9％;信息变化参数平均是LPA的45.1％,是BPA的73.3％.具有更好的稳定性,适用于大型网络的社区发现.",社区发现_标签传播算法_数据场_势函数_稳定性,计算机科学与技术,社区发现_标签传播算法_数据场_势函数_稳定性,879,"基于势函数的标签传播社区发现算法 针对标签传播算法(LPA)存在大量随机性、算法稳定性差的问题,提出了基于数据场势函数的标签传播算法(LPAP).该算法计算所有节点的势值,搜索势值极值点.初始化时仅赋予势值极值点以标签,迭代过程中根据邻接节点中相同标签节点势值之和更新标签,所有节点标签不再改变时迭代结束.实验结果表明:该算法得到的社区划分方式平均是LPA的4.0％,是平衡传播算法(BPA)的12.9％;信息变化参数平均是LPA的45.1％,是BPA的73.3％.具有更好的稳定性,适用于大型网络的社区发现."
基于同步有向图的同步测试序列生成方法,"使用多测试单元的测试系统可以对多端口协议实现进行一致性测试.但是在进行这种一致性测试时,测试系统各个端口之间可能会出现同步问题.现在,解决同步问题常用的办法是在测试单元相应端口之间增加同步连接,然后通过此同步连接相互发送同步消息来进行同步.多端口协议和其它类型的分布式系统可以用有限状态机模型来描述.目前,同步问题被分为双端口同步问题、多端口同步问题、紧同步问题等多种类型.该文考虑两种有限状态机测试问题:第一种是面向端口的测试,不考虑有限状态机测试单元之间的通信问题;第二种面向组的测试,有限状态机中的各个端口被分成互不相关的多个组,属于不同组中的测试单元之间互不通信.该文提出了一种基于同步有向图的同步测试序列生成方法.这种生成方法适用于Pair同步、Port同步和组同步问题.并且,这种方法也可以用来判断如何在非同步测试序列中增加同步通信,将非同步测试序列转化为同步测试序列.",协议一致性测试_多端口_同步测试序列_测试单元,计算机科学与技术,协议一致性测试_多端口_同步测试序列_测试单元,3651,"基于同步有向图的同步测试序列生成方法 使用多测试单元的测试系统可以对多端口协议实现进行一致性测试.但是在进行这种一致性测试时,测试系统各个端口之间可能会出现同步问题.现在,解决同步问题常用的办法是在测试单元相应端口之间增加同步连接,然后通过此同步连接相互发送同步消息来进行同步.多端口协议和其它类型的分布式系统可以用有限状态机模型来描述.目前,同步问题被分为双端口同步问题、多端口同步问题、紧同步问题等多种类型.该文考虑两种有限状态机测试问题:第一种是面向端口的测试,不考虑有限状态机测试单元之间的通信问题;第二种面向组的测试,有限状态机中的各个端口被分成互不相关的多个组,属于不同组中的测试单元之间互不通信.该文提出了一种基于同步有向图的同步测试序列生成方法.这种生成方法适用于Pair同步、Port同步和组同步问题.并且,这种方法也可以用来判断如何在非同步测试序列中增加同步通信,将非同步测试序列转化为同步测试序列."
软构件的管理、标识与检索技术,"分析了可重构ERP面临的问题,阐述了构件管理的基本要求,研究了构件的分类体系以及构件实体属性描述方法,运用构件代码实现其标识,应用实体语义相似性系数和领域语义字典实现对构件的检索,为开发和研究新一代可重构的ERP系统创造了条件.",构件_ERP_构件库_构件标识_构件检索,计算机科学与技术,构件_ERP_构件库_构件标识_构件检索,4325,"软构件的管理、标识与检索技术 分析了可重构ERP面临的问题,阐述了构件管理的基本要求,研究了构件的分类体系以及构件实体属性描述方法,运用构件代码实现其标识,应用实体语义相似性系数和领域语义字典实现对构件的检索,为开发和研究新一代可重构的ERP系统创造了条件."
改进证据推理的联合防空作战效能评估模型,"根据证据理论在处理不确定性推理问题时的优势,运用证据理论对联合防空作战效能进行评估.首先建立基于证据推理的基本模型,然后引入模糊数学方法来处理具有模糊概念或推理关系的复杂问题,并且还考虑了实际问题中可能出现的加权证据或者相关证据的情况,提出了利用改进的证据模型进行联合防空作战效能评估的方法.通过实例分析,证明了改进证据推理模型在联合防空作战效能评估中的实用性与有效性.",证据理论_证据推理_联合防空作战_效能评估,计算机科学与技术,证据理论_证据推理_联合防空作战_效能评估,3000,"改进证据推理的联合防空作战效能评估模型 根据证据理论在处理不确定性推理问题时的优势,运用证据理论对联合防空作战效能进行评估.首先建立基于证据推理的基本模型,然后引入模糊数学方法来处理具有模糊概念或推理关系的复杂问题,并且还考虑了实际问题中可能出现的加权证据或者相关证据的情况,提出了利用改进的证据模型进行联合防空作战效能评估的方法.通过实例分析,证明了改进证据推理模型在联合防空作战效能评估中的实用性与有效性."
基于Bloom滤波器的对等网多关键字检索,"现有基于Bloom滤波器(BF)的对等网(P2P)检索,由于索引表的不断增长且不能确定数据量的上限,存在两个问题:一是难以确定BF向量长度;二是不能高效处理P2P多关键字Top-k查询.提出了一种基于关键词频率进行分块的分块Dynamic Bloom Filter(BDBF)以解决上述问题;并给出了相应的P2P多关键字Top-k查询模型,即当节点传送BF时先传送高频DBF,如不能满足Top-k查询则继续传送次高频的BF.实验分析发现,该结构更能适应数据量的连续增长,降低网络传输流量,并能高效处理多关键字检索中的Top-k查询问题.",对等网_多关键字检索_Bloom滤波器_分块动态Bloom滤波器,计算机科学与技术,对等网_多关键字检索_Bloom滤波器_分块动态Bloom滤波器,6649,"基于Bloom滤波器的对等网多关键字检索 现有基于Bloom滤波器(BF)的对等网(P2P)检索,由于索引表的不断增长且不能确定数据量的上限,存在两个问题:一是难以确定BF向量长度;二是不能高效处理P2P多关键字Top-k查询.提出了一种基于关键词频率进行分块的分块Dynamic Bloom Filter(BDBF)以解决上述问题;并给出了相应的P2P多关键字Top-k查询模型,即当节点传送BF时先传送高频DBF,如不能满足Top-k查询则继续传送次高频的BF.实验分析发现,该结构更能适应数据量的连续增长,降低网络传输流量,并能高效处理多关键字检索中的Top-k查询问题."
基于语义分析的评价对象-情感词对抽取,"评价对象-情感词对是情感词及其所修饰评价对象的组合,评价对象-情感词对的识别是细粒度情感分析的一个原子任务和关键任务.现有的研究大多集中在商品评论上,随着金融大数据的涌现,金融评论的情感挖掘意义凸显.与商品评论不同,中文金融评论中评价对象数目繁多且构成形式复杂,虚指评价对象和隐式评价对象也更常见;情感词的词性更丰富,其在句中的句法成分也更灵活、语义更丰富.针对金融评论的这些特点,该文提出了基于浅层语义与语法分析相结合的评价对象-情感词对抽取方法.考虑到金融评论多动词情感词,设计了语义角色标注与依存句法分析相结合的评价对象-情感词对抽取规则,解决了评价对象构成的复杂性问题;基于语义和领域知识对虚指评价对象进行了判别和替换,以明确其实际的指向和含义;基于特殊情感词搭配表、上下文搭配表及频繁搭配表提出了隐式评价对象识别的新思路,能有效地识别出缺省和隐含评价对象.在大规模的中文金融评论上进行了详细的实验测试,实验结果表明了该方法的有效性.",情感分析_中文金融评论_评价对象-情感词对_语义角色标注_依存句法分析,计算机科学与技术,情感分析_中文金融评论_评价对象-情感词对_语义角色标注_依存句法分析,5422,"基于语义分析的评价对象-情感词对抽取 评价对象-情感词对是情感词及其所修饰评价对象的组合,评价对象-情感词对的识别是细粒度情感分析的一个原子任务和关键任务.现有的研究大多集中在商品评论上,随着金融大数据的涌现,金融评论的情感挖掘意义凸显.与商品评论不同,中文金融评论中评价对象数目繁多且构成形式复杂,虚指评价对象和隐式评价对象也更常见;情感词的词性更丰富,其在句中的句法成分也更灵活、语义更丰富.针对金融评论的这些特点,该文提出了基于浅层语义与语法分析相结合的评价对象-情感词对抽取方法.考虑到金融评论多动词情感词,设计了语义角色标注与依存句法分析相结合的评价对象-情感词对抽取规则,解决了评价对象构成的复杂性问题;基于语义和领域知识对虚指评价对象进行了判别和替换,以明确其实际的指向和含义;基于特殊情感词搭配表、上下文搭配表及频繁搭配表提出了隐式评价对象识别的新思路,能有效地识别出缺省和隐含评价对象.在大规模的中文金融评论上进行了详细的实验测试,实验结果表明了该方法的有效性."
改进的方向自适应中值滤波器在注塑产品图像预处理中的应用,"分析了将现有方向自适应中值滤波器算法应用到注塑产品图像预处理过程中遇到的问题.结合注塑产品图像预处理对于滤波器性能的要求,提出了一种改进的方向自适应中值滤波器算法,通过噪声检测和区域检测实现了对图像中各像素点特性的判别,进而根据各像素点自身特性的不同,有的放矢地确定相应的滤波处理方法.在有效抑制注塑产品图像中噪声的同时,提高了算法的边缘保护能力,大幅缩减了计算用时,很好地满足了注塑产品图像预处理的要求.仿真实验表明了该方法的有效性.",注塑产品_方向自适应滤波_中值滤波器_细节保护,计算机科学与技术,注塑产品_方向自适应滤波_中值滤波器_细节保护,7644,"改进的方向自适应中值滤波器在注塑产品图像预处理中的应用 分析了将现有方向自适应中值滤波器算法应用到注塑产品图像预处理过程中遇到的问题.结合注塑产品图像预处理对于滤波器性能的要求,提出了一种改进的方向自适应中值滤波器算法,通过噪声检测和区域检测实现了对图像中各像素点特性的判别,进而根据各像素点自身特性的不同,有的放矢地确定相应的滤波处理方法.在有效抑制注塑产品图像中噪声的同时,提高了算法的边缘保护能力,大幅缩减了计算用时,很好地满足了注塑产品图像预处理的要求.仿真实验表明了该方法的有效性."
基于双字典集的信号稀疏分解算法,"为得到关于信号更为稀疏的表示,提出一种基于双字典集的信号稀疏分解算法.在算法过程中,建立如下两个字典集:已选字典集和待选字典集.该算法以重复加权提升搜索(RWBS)算法为基础,增加了一步更为严格的从待选字典集中选择最佳核函数的过程,故该算法在保留初始算法的优点的同时,可以产生更为稀疏的模型.通过仿真实验和真实数据实验验证了所提算法的性能.",双字典集_过完备字典集_匹配追踪_核匹配追踪_重复加权提升搜索,计算机科学与技术,双字典集_过完备字典集_匹配追踪_核匹配追踪_重复加权提升搜索,1575,"基于双字典集的信号稀疏分解算法 为得到关于信号更为稀疏的表示,提出一种基于双字典集的信号稀疏分解算法.在算法过程中,建立如下两个字典集:已选字典集和待选字典集.该算法以重复加权提升搜索(RWBS)算法为基础,增加了一步更为严格的从待选字典集中选择最佳核函数的过程,故该算法在保留初始算法的优点的同时,可以产生更为稀疏的模型.通过仿真实验和真实数据实验验证了所提算法的性能."
基于一种改进粒子群算法的SVM参数选取,"支持向量机作为一个新兴的数学建模工具已经被广泛地应用到很多工业控制领域中,其良好的泛化能力和预测精度在很大程度上受到其参数选取的影响.根据智能群体进化模式改进粒子群优化算法.利用模糊C均值聚类算法分类粒子群体,并用子群体最优点取代速度更新公式中的个体历史最优点,并利用该算法搜索支持向量机的最优参数组合.对比仿真实验表明:所提优化算法是支持向量机参数选取的有效算法,在非线性函数估计中体现出优良的性能.",粒子群算法_模糊C均值聚类算法_支持向量机_参数选取,计算机科学与技术,粒子群算法_模糊C均值聚类算法_支持向量机_参数选取,1075,"基于一种改进粒子群算法的SVM参数选取 支持向量机作为一个新兴的数学建模工具已经被广泛地应用到很多工业控制领域中,其良好的泛化能力和预测精度在很大程度上受到其参数选取的影响.根据智能群体进化模式改进粒子群优化算法.利用模糊C均值聚类算法分类粒子群体,并用子群体最优点取代速度更新公式中的个体历史最优点,并利用该算法搜索支持向量机的最优参数组合.对比仿真实验表明:所提优化算法是支持向量机参数选取的有效算法,在非线性函数估计中体现出优良的性能."
一种无信标无线传感器网络中的目标定位策略,"无信标无线传感器网络的传感器节点通常是按照一定的概率,以分组形式部署,为实现其定位和动态节点跟踪,提出了的无信标定位发现策略,在已有的部署之上,建立模型去反映目标位置和监测传感器探测信息之间的内在关系,同时还建立了预测模型来对目标移动方式进行推断.利用贝叶斯理论构造了一个条件概率分布,将以上两种模型相关参数归并起来,并在这个分布上应用最大似然估计(MLE)方法来估测目标的位置.实验结果表明此目标定位策略取得了较好的效果.",系统设计_预测模型_贝叶斯理论_最大似然估计,计算机科学与技术,系统设计_预测模型_贝叶斯理论_最大似然估计,4588,"一种无信标无线传感器网络中的目标定位策略 无信标无线传感器网络的传感器节点通常是按照一定的概率,以分组形式部署,为实现其定位和动态节点跟踪,提出了的无信标定位发现策略,在已有的部署之上,建立模型去反映目标位置和监测传感器探测信息之间的内在关系,同时还建立了预测模型来对目标移动方式进行推断.利用贝叶斯理论构造了一个条件概率分布,将以上两种模型相关参数归并起来,并在这个分布上应用最大似然估计(MLE)方法来估测目标的位置.实验结果表明此目标定位策略取得了较好的效果."
基于不确定性知识发现的入侵报警关联方法,"针对入侵检测系统报警信息量大、琐碎和分散的问题,提出了一种基于不确定性知识发现的入侵报警关联方法.该方法的知识发现部分采用提出的不确定性序列模式发现算法CWINEPI对报警数据进行序列模式发现,并转化成入侵报警精简规则;再对入侵报警序列模式进行关联以获取攻击模式,并转化为入侵场景重建规则.入侵报警关联部分使用报警关联引擎,对多个入侵检测系统上报的入侵报警进行关联.通过DARPA2000的报警数据验证了知识发现部分的良好性能,测试环境中的入侵报警的关联结果表明了该方法是高效、可行的.",入侵检测_知识发现_报警关联,计算机科学与技术,入侵检测_知识发现_报警关联,1545,"基于不确定性知识发现的入侵报警关联方法 针对入侵检测系统报警信息量大、琐碎和分散的问题,提出了一种基于不确定性知识发现的入侵报警关联方法.该方法的知识发现部分采用提出的不确定性序列模式发现算法CWINEPI对报警数据进行序列模式发现,并转化成入侵报警精简规则;再对入侵报警序列模式进行关联以获取攻击模式,并转化为入侵场景重建规则.入侵报警关联部分使用报警关联引擎,对多个入侵检测系统上报的入侵报警进行关联.通过DARPA2000的报警数据验证了知识发现部分的良好性能,测试环境中的入侵报警的关联结果表明了该方法是高效、可行的."
基于区分能力大小的启发式约简算法的研究,"通过对徐燕等提出的能有效处理噪音的基于区分能力大小的启发式约简算法的研究,认为所提出的对知识进行量化、证明量化的合理性、给出的算法和实例证明的过程中还有一些不完善的地方,需要进行修正.该文提出了修正方法,并通过实例证明了修正后的算法对知识进行量化、证明量化的合理性、以知识量为启发函数的约简修正是正确的.",知识量_数据挖掘_约简_算法_修正,计算机科学与技术,知识量_数据挖掘_约简_算法_修正,3378,"基于区分能力大小的启发式约简算法的研究 通过对徐燕等提出的能有效处理噪音的基于区分能力大小的启发式约简算法的研究,认为所提出的对知识进行量化、证明量化的合理性、给出的算法和实例证明的过程中还有一些不完善的地方,需要进行修正.该文提出了修正方法,并通过实例证明了修正后的算法对知识进行量化、证明量化的合理性、以知识量为启发函数的约简修正是正确的."
分组密码工作模式的研究现状,"分组密码工作模式是利用分组密码解决实际问题的密码方案.好的工作模式可以弥补分组密码的某些缺憾;相反,不好的工作模式可能带来安全隐患.工作模式的研究始终伴随着分组密码的研究历史,新的分组密码标准的推出,都会伴随着相应工作模式的研究.从针对DES的ECB、CBC、CFB和OFB,到针对AES的CTR、CCM、CMAC、GCM和AESKW,作者以各种模式标准为主线,介绍分组密码工作模式的设计理念、安全模型、二十多年的研究成果以及发展现状.",工作模式_分组密码_加密_认证_Hash函数,计算机科学与技术,工作模式_分组密码_加密_认证_Hash函数,6495,"分组密码工作模式的研究现状 分组密码工作模式是利用分组密码解决实际问题的密码方案.好的工作模式可以弥补分组密码的某些缺憾;相反,不好的工作模式可能带来安全隐患.工作模式的研究始终伴随着分组密码的研究历史,新的分组密码标准的推出,都会伴随着相应工作模式的研究.从针对DES的ECB、CBC、CFB和OFB,到针对AES的CTR、CCM、CMAC、GCM和AESKW,作者以各种模式标准为主线,介绍分组密码工作模式的设计理念、安全模型、二十多年的研究成果以及发展现状."
基于局部化原理和概率模型的LVQ改进算法,"利用局部化原理和概率模型的优化方法,提出一种LVQ改进算法--基于局部化原理和概率模型的LVQ算法(Localization principle and Probability based LVQ, LoPLVQ).与传统LVQ算法相比,不仅缩短训练时间,而且具有较高的识别率.实验结果表明改进算法可用来解决大规模的模式识别问题.",LVQ_大规模模式识别问题_局部化原理_优化方法_概率模型,计算机科学与技术,LVQ_大规模模式识别问题_局部化原理_优化方法_概率模型,1128,"基于局部化原理和概率模型的LVQ改进算法 利用局部化原理和概率模型的优化方法,提出一种LVQ改进算法--基于局部化原理和概率模型的LVQ算法(Localization principle and Probability based LVQ, LoPLVQ).与传统LVQ算法相比,不仅缩短训练时间,而且具有较高的识别率.实验结果表明改进算法可用来解决大规模的模式识别问题."
